name,office,office_full,party,party_full,state,district,district_number,election_districts,election_years,cycles,candidate_status,incumbent_challenge,incumbent_challenge_full,load_date,first_file_date,last_file_date,last_f2_date,candidate_id,active_through,candidate_inactive,inactive_election_years
"BOWER, JACKIE IRENE",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-06-01,2017-06-01,2017-06-01,P00006023,2020,f,
"DISNEY, GARY DENNIS",P,President,AMP,AMERICAN PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-05-18,2017-06-07,2017-06-07,P00005959,2020,f,
"AYER, NILES",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-05-20,2017-05-20,2017-05-20,P00005934,2020,f,
"DAVENPORT, KEITH",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",C,C,Challenger,2019-07-19 11:45:25,2017-05-01,2019-04-22,2019-04-22,P00005900,2020,f,
"CHORD SCHULER, GAIL",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-04-22,2017-04-22,2017-04-22,P00005843,2020,f,
"ARZU, CHRISTIAN ALEXANDER",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-04-04,2017-04-04,2017-04-04,P00005785,2020,f,
"VAVAO, TALALUPE FONZIE MR",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-03-17,2017-03-17,2017-03-17,P00005736,2020,f,
"COOK, MERRILL EDWARD SERGEANT JR.",P,President,UN,UNAFFILIATED,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-02-26,2017-03-03,2017-03-03,P00005702,2020,f,
"PARKER, BOWEN LEE",P,President,UNK,UNKNOWN,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-02-23,2017-02-23,2017-02-23,P00005694,2020,f,
"FERET, GRAPELTON MONROE",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-02-11,2017-02-11,2017-02-11,P00005652,2020,f,
"DIEL, KEVIN BRADFORD 1983",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-02-06,2017-02-06,2017-02-06,P00005637,2020,f,
"YOLLIN, RYAN HUNTER",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-02-06,2017-02-08,2017-02-06,P00005629,2020,f,
"BROWN, GEORGE CLINTON",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-01-24,2017-02-25,2017-02-25,P00005595,2020,f,
"KLINKHAMMER, SCOTT WAYNE",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-01-22,2017-01-22,2017-01-22,P00005579,2020,f,
"THOMAS, ROBERT JAMES",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-01-09,2017-01-09,2017-01-09,P00005520,2020,f,
"BOWERS, MICHAEL DEAN",P,President,PPY,PEOPLE'S PARTY,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-11-17,2016-11-17,2016-11-17,P00005389,2020,f,
"SRAIL, JAMES RYAN MR.",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-11-15,2016-11-15,2016-11-15,P00005363,2020,f,
"BROWN, KEVIN C MR",P,President,NPA,NO PARTY AFFILIATION,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-11-09,2016-11-09,2016-11-09,P00005280,2020,f,
"GALLO, DANIEL",P,President,NNE,NONE,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-09-20,2017-01-12,2016-09-20,P00005132,2020,f,
"TORRES, EDUARDO MANUEL MR. JR.",P,President,GRE,GREEN PARTY,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2015-12-16,2015-12-16,2015-12-16,P00004952,2020,f,
"HOWITT, JAMES WILLIAM",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2015-11-03,2016-02-10,2016-02-10,P00004945,2020,f,
"MALONE, YEHANNA JOAN M M",P,President,REP,REPUBLICAN PARTY,US,00,0,"{00,00,00,00,00,00}","{2000,2004,2008,2012,2016,2020}","{2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",N,C,Challenger,2019-12-20 21:12:51,1999-07-01,2019-12-19,2019-12-19,P00003814,2020,f,
"CARROLL, JERRY LEON",P,President,NNE,NONE,US,00,0,"{00,00,00,00,00,00,00,00,00,00}","{1980,1984,1988,1992,2000,2004,2008,2012,2016,2020}","{1980,1982,1984,1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,1979-04-06,2017-04-18,2017-04-18,P00000679,2020,f,
"KAWCZYNSKI, TOM",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-23 21:24:02,2019-07-09,2019-07-09,2019-07-09,P00012708,2020,f,
"OSBORN, BENJAMIN MICHAEL",P,President,CRV,CONSERVATIVE PARTY,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2015-10-06,2015-10-23,2015-10-06,P00004937,2020,f,
"BARBINE, ALICIA",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2015-12-24,2016-01-11,2015-12-24,P00004960,2020,f,
"HENKE, PHILIP",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-01-04,2016-01-04,2016-01-04,P00004978,2020,f,
"TILLMAN, VERQUETTA",P,President,LBL,LIBERAL PARTY,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-02-04,2016-02-12,2016-02-04,P00004986,2020,f,
"SHAPERO, MICHAELA",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-02-09,2016-02-09,2016-02-09,P00004994,2020,f,
"KELLER, ETHAN JAMES",P,President,IAP,INDEPENDENT AMERICAN PARTY,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-03-14,2016-03-14,2016-03-14,P00005058,2020,f,
"SCOTT, KAMERON",P,President,KSP,,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-07-11,2016-07-11,2016-07-11,P00005116,2020,f,
"BECKWITH, ANTHONY D",P,President,UN,UNAFFILIATED,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-09-24,2016-09-24,2016-09-24,P00005181,2020,f,
"PERKINS, WILLIE DISHAUN MR",P,President,AIP,AMERICAN INDEPENDENT PARTY,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-10-30,2016-10-30,2016-10-30,P00005231,2020,f,
"COUNSELL-SHORT, MICHAEL ANDREW MR.",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-11-09,2016-12-08,2016-11-09,P00005298,2020,f,
"RUSSELL, ETHAN",P,President,UN,UNAFFILIATED,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-11-17,2016-11-25,2016-11-17,P00005371,2020,f,
"SHARP, JEFFERY",P,President,NNE,NONE,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-12-08,2016-12-08,2016-12-08,P00005454,2020,f,
"LAWLER, BRYAN",P,President,NNE,NONE,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-12-12,2016-12-12,2016-12-12,P00005462,2020,f,
"RUBIN, BILLY",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-12-27,2016-12-27,2016-12-27,P00005496,2020,f,
"ZORN, JEFFREY RALPH MR.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-01-16,2017-01-16,2017-01-16,P00005538,2020,f,
"VARNADO, DWAYNE",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-01-20,2017-01-30,2017-01-20,P00005553,2020,f,
"ALONGI, ANTHONY",P,President,NNE,NONE,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-01-21,2017-01-21,2017-01-21,P00005561,2020,f,
"ROESLER, NICHOLAS",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-01-23,2017-01-23,2017-01-23,P00005587,2020,f,
"TOMLINSON, JUSTIN",P,President,GWP,GEORGE WALLACE PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-02-16,2017-07-25,2017-02-16,P00005686,2020,f,
"MARKS, CHRISTOPHER RYAN",P,President,W,WRITE-IN,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-02-27,2017-02-27,2017-02-27,P00005710,2020,f,
"BOLLING, LAVARION",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-03-19,2017-03-19,2017-03-19,P00005744,2020,f,
"CAPTAIN, MICHAEL T SGT",P,President,N/A,,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-03-30,2017-03-30,2017-03-30,P00005751,2020,f,
"EL, BATSO B MR. PRES SR",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-04-11,2017-04-11,2017-04-11,P00005801,2020,f,
"FARRELL-SMITH, KELAN JOHN MR.",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-10-30 21:23:06,2017-04-12,2019-10-30,2019-10-30,P00005819,2020,f,
"HORST, HEATHER",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-05-23,2017-05-23,2017-05-23,P00005967,2020,f,
"THEZION (CORREA), MOSHEH (LUIS) EDWARD",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-05-23,2017-05-23,2017-05-23,P00005975,2020,f,
"GORDON, ALAN",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-05-24,2017-06-07,2017-06-07,P00006007,2020,f,
"LEE, WARREN",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-07-22,2017-07-26,2017-07-22,P00006130,2020,f,
"COOPER, ROBERT WASHINGTON JR",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-07-29,2017-08-10,2017-08-10,P00006148,2020,f,
"CLIFTON, TIRELL ALEXANDER MAXWELL REV.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-08-01,2017-08-01,2017-08-01,P00006171,2020,f,
"ABRAUGH, MATTHEW M. MR.",P,President,NON,NON-PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-08-25,2017-08-25,2017-08-25,P00006270,2020,f,
"ANTHONY, NAKIA LACQUERS",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",C,C,Challenger,2020-02-27 22:00:38,2017-09-05,2017-09-05,2017-09-05,P00006296,2020,f,
"HAWTHORNE, DE'SEAN RAYNARD REV.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-10-14,2017-10-25,2017-10-14,P00006387,2020,f,
"NWADIKE JR, KENNETH E",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",C,C,Challenger,2019-01-28 21:05:11,2017-10-18,2017-10-21,2017-10-21,P00006403,2020,f,
"YANG, ANDREW MR.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",C,C,Challenger,2019-01-28 21:05:11,2017-11-06,2017-11-06,2017-11-06,P00006486,2020,f,
"HERZ, DAVID RAPHAEL MR.",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-11-15,2017-11-15,2017-11-15,P00006528,2020,f,
"BUNYAN, NOAH MR.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-11-16,2017-11-16,2017-11-16,P00006536,2020,f,
"PALMER, MICHAEL WAYNE",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-07-19 11:45:25,2017-11-24,2018-01-04,2018-01-04,P00006585,2020,f,
"BRAUN III, HARRY WILLIAM",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-12-20,2017-12-20,2017-12-20,P00006676,2020,f,
"DACEY, JOHN MR.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-12-25,2017-12-25,2017-12-25,P00006700,2020,f,
"HARVEY, TERRANCE JAMES",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-11-12 21:10:13,2017-12-28,2019-11-11,2019-11-11,P00006734,2020,f,
"USERA, KORRENA KAYE MRS",P,President,OTH,OTHER,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-12-30,2017-12-30,2017-12-30,P00006767,2020,f,
"EBERLY, MELVIN FRANCIS",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-10-10 21:12:14,2018-01-02,2019-10-09,2019-10-09,P00006783,2020,f,
"SAUTER, DONALD",P,President,NNE,NONE,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-01-16,2018-01-16,2018-01-16,P00006866,2020,f,
"GITTELMAN, CURTIS",P,President,W,WRITE-IN,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-05-29 21:09:48,2018-01-24,2019-05-29,2019-05-29,P00006957,2020,f,
"FARBER, RYAN ANDREW",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",C,C,Challenger,2019-03-27 21:06:35,2018-01-30,2018-04-12,2018-04-12,P00006981,2020,f,
"LANKFORD, KEITH DANIEL",P,President,W,WRITE-IN,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-02-08,2018-02-23,2018-02-08,P00007096,2020,f,
"BUSH, RONALD MR",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-02-12,2018-02-12,2018-02-12,P00007104,2020,f,
"WATKINS, CHRISTOPHER CHRISTIAN",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-02-15,2018-03-01,2018-02-15,P00007153,2020,f,
"HENDERSON, BRETT MR.",P,President,OTH,OTHER,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-02-28,2018-02-28,2018-02-28,P00007237,2020,f,
"VEGAN, SEXY",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-03-05,2018-07-16,2018-07-16,P00007286,2020,f,
"GANZER, CALEB",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-03-08,2018-03-08,2018-03-08,P00007328,2020,f,
"GARNER, MARKIE KENNETH",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-03-23,2018-04-16,2018-03-23,P00007377,2020,f,
"R JONES, DEEANNA MICHELLE DR",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-04-07,2018-04-16,2018-04-07,P00007435,2020,f,
"DUNHAM II, MARK LONDON",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-04-09,2018-05-03,2018-05-03,P00007443,2020,f,
"BENZEL, JULIANNE ELIZABETH MRS.",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},"{2018,2020}",C,C,Challenger,2019-06-02 21:08:26,2018-04-16,2019-06-02,2019-06-02,P00007492,2020,f,
"SMYTH, HERBERT EZEKIEL ZEKE",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-04-21,2018-04-21,2018-04-21,P00007500,2020,f,
"CURRO, BRIAN R",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-04-23,2018-04-23,2018-04-23,P00007526,2020,f,
"PRESTIA, KEVIN",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-04-29,2018-04-29,2018-04-29,P00007583,2020,f,
"PERRY, LEVOID DEXTER II",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-05-02,2018-05-02,2018-05-02,P00007609,2020,f,
"MILLS, CHARLES EDWARD 1985 MALE",P,President,W,WRITE-IN,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-05-31,2018-05-31,2018-05-31,P00007732,2020,f,
"MAYON, RAMONA ELIZABETH",P,President,W,WRITE-IN,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-05-31,2018-05-31,2018-05-31,P00007740,2020,f,
"HUGHES, LEXIE RAY MS.",P,President,HRP,HUMAN RIGHTS PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-06-01,2018-06-01,2018-06-01,P00007765,2020,f,
"LUZA, RADOMIR VOJTECH",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-06-04,2018-06-04,2018-06-04,P00007799,2020,f,
"HENDRICKS, DARRYL P",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-06-05,2018-06-05,2018-06-05,P00007807,2020,f,
"MOSS JR, ANTHONY KEVIN",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-07-03,2018-07-03,2018-07-03,P00007898,2020,f,
"SMITH, SHARMIN LYNN",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",C,C,Challenger,2019-04-03 21:06:26,2018-07-25,2018-07-25,2018-07-25,P00008003,2020,f,
"ANDERSON, LISANNE FERNE MISS",P,President,NPA,NO PARTY AFFILIATION,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-08-04,2018-08-08,2018-08-04,P00008078,2020,f,
"VON BEVERN, RYAN NICHOLAS",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-08-09,2018-08-09,2018-08-09,P00008102,2020,f,
"GAUL, CALEB",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-08-22,2018-08-22,2018-08-22,P00008169,2020,f,
"HARDWICK, STETSON 1990",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-08-26,2018-08-26,2018-08-26,P00008201,2020,f,
"ARTH, MICHAEL E.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-09-04,2018-09-04,2018-09-04,P00008235,2020,f,
"DRAKE, PATRICK ANTHONY MR.",P,President,NNE,NONE,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-09-05,2018-09-05,2018-09-05,P00008243,2020,f,
"LAZ-HIRSCH, JESSE",P,President,W,WRITE-IN,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-09-09,2018-09-09,2018-09-09,P00008276,2020,f,
"BARNES, JASON ROBERT MR",P,President,GRE,GREEN PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-09-29,2018-09-29,2018-09-29,P00008409,2020,f,
"HURST, WILLIAM JOSEPH",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-10-13,2018-10-13,2018-10-13,P00008490,2020,f,
"HILL, GARY STEPHEN",P,President,NNE,NONE,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-10-11,2018-12-10,2018-12-10,P00008516,2020,f,
"LEE, SEYMOUR ART",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-10-19,2018-10-19,2018-10-19,P00008540,2020,f,
"SANBORN, CECELIA",P,President,W,WRITE-IN,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-11-11,2018-11-11,2018-11-11,P00008755,2020,f,
"BECKER, JOSHUA MATTHEW",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-11-16,2018-11-16,2018-11-16,P00008805,2020,f,
"ALLEN, DARCIE",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-02-06 21:25:13,2018-11-24,2019-02-06,2019-02-06,P00008854,2020,f,
"MALLORY, SHERRY T MS",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-12-03,2018-12-03,2018-12-03,P00008904,2020,f,
"STEFANSSON, STEFAN KARL",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-12-11,2018-12-11,2018-12-11,P00008995,2020,f,
"CLEVELAND, TAYLOR",P,President,IAP,INDEPENDENT AMERICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-28 21:05:11,2019-01-07,2019-01-07,2019-01-07,P00009142,2020,f,
"PIG, REFINO",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-28 21:05:11,2019-01-11,2019-01-11,2019-01-11,P00009175,2020,f,
"GABBARD, TULSI",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-05-15 21:19:09,2019-01-11,2019-01-11,2019-01-11,P00009183,2020,f,
"MAPP, HARRY TYRONE",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-28 21:05:11,2019-01-14,2019-01-14,2019-01-14,P00009233,2020,f,
"GILLIBRAND, KIRSTEN",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},P,C,Challenger,2019-09-10 21:07:38,2019-01-15,2019-03-17,2019-03-17,P00009290,2020,f,
"BITTAY-D'INTINO, CARRIE RN",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-28 21:05:11,2019-01-24,2019-01-24,2019-01-24,P00009514,2020,f,
"TATE, ALEXANDRIA",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-30 21:09:45,2019-01-28,2019-01-28,2019-01-28,P00009589,2020,f,
"HOLT, JOE KENNETH JR.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-30 21:09:45,2019-01-29,2019-04-25,2019-01-29,P00009647,2020,f,
"NANTKES, ANDRE",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-02-13 21:28:01,2019-01-30,2019-03-28,2019-01-30,P00009654,2020,f,
"BEHRMAN, DAN TAXATION IS THEFT",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-07-08 21:04:54,2019-01-30,2019-01-30,2019-01-30,P00009696,2020,f,
"OKUGO, CECILIA",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-11-18 21:10:12,2019-01-30,2019-11-18,2019-11-18,P00009704,2020,f,
"DWORAK, FRANK WALTER",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-02-13 21:28:01,2019-01-30,2019-01-30,2019-01-30,P00009720,2020,f,
"BOOKER, CORY A.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-05-16 21:09:24,2019-02-01,2019-02-01,2019-02-01,P00009795,2020,f,
"FARRIS, JADEN THOMAS MR.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-02-13 21:28:01,2019-02-05,2019-02-05,2019-02-05,P00009928,2020,f,
"ALLRED, ANTHONY JAMES",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-02-13 21:28:01,2019-02-06,2019-02-06,2019-02-06,P00009944,2020,f,
